"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.47600077547333e-06,7,215,22.9465821000705,"Path:hsa05417 Lipid and atherosclerosis","https://www.genome.jp/kegg-bin/show_pathway?hsa05417"," CCL3L3  MMP1  MMP3  NCF2  CCL3  BID"
8.0668842668891e-06,5,93,37.8918214402085,"Path:hsa05323 Rheumatoid arthritis","https://www.genome.jp/kegg-bin/show_pathway?hsa05323"," CCL3L3  MMP1  MMP3  CCL3"
0.000437879863925164,4,108,26.1032547699214,"Path:hsa04620 Toll-like receptor signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04620"," CCL3L3  CCL3  SPP1"
0.00445935514346175,3,89,23.7568947906027,"Path:hsa04512 ECM-receptor interaction","https://www.genome.jp/kegg-bin/show_pathway?hsa04512"," COL1A2  COL4A1  SPP1"
0.00445935514346175,4,224,12.5854978354978,"Path:hsa05163 Human cytomegalovirus infection","https://www.genome.jp/kegg-bin/show_pathway?hsa05163"," CCL3L3  CCL3  BID"
0.00469856741908308,3,99,21.3572084481175,"Path:hsa04061 Viral protein interaction with cytokine and cytokine receptor","https://www.genome.jp/kegg-bin/show_pathway?hsa04061"," CCL3L3  CCL3"
0.00469856741908308,3,102,20.729055258467,"Path:hsa05142 Chagas disease","https://www.genome.jp/kegg-bin/show_pathway?hsa05142"," CCL3L3  CCL3"
0.00815351013394088,3,129,16.3904157857646,"Path:hsa04926 Relaxin signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04926"," COL1A2  COL4A1  MMP1"
0.0148808324771562,4,362,7.78771136782187,"Path:hsa04151 PI3K-Akt signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04151"," COL1A2  COL4A1  ERBB3  SPP1"
0.0180009502480658,2,50,28.1915151515152,"Path:hsa00565 Ether lipid metabolism","https://www.genome.jp/kegg-bin/show_pathway?hsa00565"," GDPD3  PLA2G7"
0.0180009502480658,3,190,11.1282296650718,"Path:hsa04062 Chemokine signaling pathway","https://www.genome.jp/kegg-bin/show_pathway?hsa04062"," CCL3L3  CCL3"
0.0183647052541772,3,202,10.4671467146715,"Path:hsa04510 Focal adhesion","https://www.genome.jp/kegg-bin/show_pathway?hsa04510"," COL1A2  COL4A1  SPP1"
0.0183647052541772,3,203,10.4155844155844,"Path:hsa05205 Proteoglycans in cancer","https://www.genome.jp/kegg-bin/show_pathway?hsa05205"," COL1A2  ERBB3  PLAU"
